iri,dataset_id,hubmap_id,uuid,tissue,modality
https://entity.api.hubmapconsortium.org/entities/01510a4fb90fd303bd48c4cd51cdd14c,HBM352_MDZF_598,HBM352.MDZF.598,01510a4fb90fd303bd48c4cd51cdd14c,intestine,codex
https://entity.api.hubmapconsortium.org/entities/4c0479bd703d8be3c2834dd1b6773b4c,HBM355_JDLK_244,HBM355.JDLK.244,4c0479bd703d8be3c2834dd1b6773b4c,spleen,codex
https://entity.api.hubmapconsortium.org/entities/98e2fdb35dfa5f1e2f3371cad9d05a83,HBM374_LLKS_325,HBM374.LLKS.325,98e2fdb35dfa5f1e2f3371cad9d05a83,spleen,codex
https://entity.api.hubmapconsortium.org/entities/1393ff7729eff13cd2f4d5d58af96fdb,HBM389_PKHL_936,HBM389.PKHL.936,1393ff7729eff13cd2f4d5d58af96fdb,spleen,codex
https://entity.api.hubmapconsortium.org/entities/87922a42fa8bc7ab29a4d2d5374afbb4,HBM396_FNQW_543,HBM396.FNQW.543,87922a42fa8bc7ab29a4d2d5374afbb4,intestine,codex
https://entity.api.hubmapconsortium.org/entities/ff77fcae7f6d9b5b7b8741c282677eef,HBM398_SWKV_256,HBM398.SWKV.256,ff77fcae7f6d9b5b7b8741c282677eef,intestine,codex
https://entity.api.hubmapconsortium.org/entities/3e800f0cd138b989b935fb94e7938617,HBM423_MMGW_744,HBM423.MMGW.744,3e800f0cd138b989b935fb94e7938617,intestine,codex
https://entity.api.hubmapconsortium.org/entities/b98ca5a13b6b7482fe7acbeeb13f255d,HBM423_QJJR_545,HBM423.QJJR.545,b98ca5a13b6b7482fe7acbeeb13f255d,intestine,codex
https://entity.api.hubmapconsortium.org/entities/2c3540e2b1040c06612698d80ecab56a,HBM427_SMGB_866,HBM427.SMGB.866,2c3540e2b1040c06612698d80ecab56a,spleen,codex
https://entity.api.hubmapconsortium.org/entities/a40043a8f837186f5a8827e44389c8d4,HBM429_DWKZ_323,HBM429.DWKZ.323,a40043a8f837186f5a8827e44389c8d4,intestine,codex
https://entity.api.hubmapconsortium.org/entities/75edcda4f3ff5bef72383d5d082438c2,HBM432_LLCF_677,HBM432.LLCF.677,75edcda4f3ff5bef72383d5d082438c2,spleen,codex
https://entity.api.hubmapconsortium.org/entities/5318485b16983482401c3be24b6c42ad,HBM433_ZLWP_627,HBM433.ZLWP.627,5318485b16983482401c3be24b6c42ad,intestine,codex
https://entity.api.hubmapconsortium.org/entities/8b21db2002a5179b03532d183a4885eb,HBM443_XPDK_549,HBM443.XPDK.549,8b21db2002a5179b03532d183a4885eb,intestine,codex
https://entity.api.hubmapconsortium.org/entities/89e4944336dd47d32a50fe8aac049db1,HBM475_DXDC_532,HBM475.DXDC.532,89e4944336dd47d32a50fe8aac049db1,intestine,codex
https://entity.api.hubmapconsortium.org/entities/e8c159fdeabc3c0bf12345b9b1ec99c9,HBM494_VNTQ_422,HBM494.VNTQ.422,e8c159fdeabc3c0bf12345b9b1ec99c9,intestine,codex
https://entity.api.hubmapconsortium.org/entities/a71a75ea60d91e89675b04c1728a5a48,HBM498_TCSV_345,HBM498.TCSV.345,a71a75ea60d91e89675b04c1728a5a48,spleen,codex
https://entity.api.hubmapconsortium.org/entities/31c38b51c975d50d7faeb829507223ff,HBM523_XHWW_384,HBM523.XHWW.384,31c38b51c975d50d7faeb829507223ff,intestine,codex
https://entity.api.hubmapconsortium.org/entities/eaad67a6c6e891ea72cc397c26bd607f,HBM524_VWGB_378,HBM524.VWGB.378,eaad67a6c6e891ea72cc397c26bd607f,intestine,codex
https://entity.api.hubmapconsortium.org/entities/63d000170e475af142f6e8673de5eb0f,HBM538_PGFT_538,HBM538.PGFT.538,63d000170e475af142f6e8673de5eb0f,intestine,codex
https://entity.api.hubmapconsortium.org/entities/3d14dcc3d7c3e0cd339c9366e34b37c7,HBM543_RSRV_265,HBM543.RSRV.265,3d14dcc3d7c3e0cd339c9366e34b37c7,spleen,codex
https://entity.api.hubmapconsortium.org/entities/afbd95090454842570908a76c80d1266,HBM548_TSMP_663,HBM548.TSMP.663,afbd95090454842570908a76c80d1266,spleen,codex
https://entity.api.hubmapconsortium.org/entities/00d1a3623dac388773bc7780fcb42797,HBM556_KSFB_592,HBM556.KSFB.592,00d1a3623dac388773bc7780fcb42797,spleen,codex
https://entity.api.hubmapconsortium.org/entities/b7a2c05fdd9ddd0c83c9786ede98a24e,HBM558_SRZG_629,HBM558.SRZG.629,b7a2c05fdd9ddd0c83c9786ede98a24e,spleen,codex
https://entity.api.hubmapconsortium.org/entities/d84fb871861bf966850943b4ab2a9134,HBM564_DSPG_945,HBM564.DSPG.945,d84fb871861bf966850943b4ab2a9134,intestine,codex
https://entity.api.hubmapconsortium.org/entities/654418415bed5ecb9596b17a0320a2c6,HBM568_NGPL_345,HBM568.NGPL.345,654418415bed5ecb9596b17a0320a2c6,spleen,codex
https://entity.api.hubmapconsortium.org/entities/39331497ab35a84812e04389e8f402d2,HBM578_XJZQ_389,HBM578.XJZQ.389,39331497ab35a84812e04389e8f402d2,intestine,codex
https://entity.api.hubmapconsortium.org/entities/fafec5ab4f5c7bb0564d6e7673c316e5,HBM587_VTDD_789,HBM587.VTDD.789,fafec5ab4f5c7bb0564d6e7673c316e5,intestine,codex
https://entity.api.hubmapconsortium.org/entities/289c13f8ec809a7ed138262eb2a6d946,HBM599_BFHP_494,HBM599.BFHP.494,289c13f8ec809a7ed138262eb2a6d946,intestine,codex
https://entity.api.hubmapconsortium.org/entities/a9afd0984321fcd25e72bc049f434a89,HBM625_BPDM_987,HBM625.BPDM.987,a9afd0984321fcd25e72bc049f434a89,intestine,codex
https://entity.api.hubmapconsortium.org/entities/0173b4e2b3f576109a5aca880a3bdadc,HBM629_DBKM_347,HBM629.DBKM.347,0173b4e2b3f576109a5aca880a3bdadc,intestine,codex
https://entity.api.hubmapconsortium.org/entities/d36df353338a4a450f2282c65218f16c,HBM633_CLVN_674,HBM633.CLVN.674,d36df353338a4a450f2282c65218f16c,spleen,codex
https://entity.api.hubmapconsortium.org/entities/8d86e6c899e80d0f5f95604eb4ad492e,HBM634_MSKL_575,HBM634.MSKL.575,8d86e6c899e80d0f5f95604eb4ad492e,intestine,codex
https://entity.api.hubmapconsortium.org/entities/35d53aa621e25665b1d239f1d89befb2,HBM636_GTZK_259,HBM636.GTZK.259,35d53aa621e25665b1d239f1d89befb2,intestine,codex
https://entity.api.hubmapconsortium.org/entities/7eea0c4c41745d2d54f9796bc5b57d79,HBM644_QKZS_857,HBM644.QKZS.857,7eea0c4c41745d2d54f9796bc5b57d79,intestine,codex
https://entity.api.hubmapconsortium.org/entities/4a4c3947a7590031d1ff405557354fdb,HBM647_MFQB_496,HBM647.MFQB.496,4a4c3947a7590031d1ff405557354fdb,spleen,codex
https://entity.api.hubmapconsortium.org/entities/66714459648e063073aa34a311b280d6,HBM654_MLRM_725,HBM654.MLRM.725,66714459648e063073aa34a311b280d6,intestine,codex
https://entity.api.hubmapconsortium.org/entities/76d3efd17b6fc83aaac13e961824c5ae,HBM657_JVPV_825,HBM657.JVPV.825,76d3efd17b6fc83aaac13e961824c5ae,intestine,codex
https://entity.api.hubmapconsortium.org/entities/9d8677a799797c76a8205988cd3888b2,HBM658_HHLH_689,HBM658.HHLH.689,9d8677a799797c76a8205988cd3888b2,intestine,codex
https://entity.api.hubmapconsortium.org/entities/2a12226aa56c8ac552c53c04032a91fb,HBM658_WGPT_978,HBM658.WGPT.978,2a12226aa56c8ac552c53c04032a91fb,intestine,codex
https://entity.api.hubmapconsortium.org/entities/a8fe9587a1e754cf84aeda3f9177224e,HBM659_XHFH_996,HBM659.XHFH.996,a8fe9587a1e754cf84aeda3f9177224e,spleen,codex
https://entity.api.hubmapconsortium.org/entities/e695c48cb6be99479daefaf372743f65,HBM676_VBCN_445,HBM676.VBCN.445,e695c48cb6be99479daefaf372743f65,intestine,codex
https://entity.api.hubmapconsortium.org/entities/c8fa615fb884c7b51d08c0cf35debfee,HBM685_PCCJ_427,HBM685.PCCJ.427,c8fa615fb884c7b51d08c0cf35debfee,intestine,codex
https://entity.api.hubmapconsortium.org/entities/cacbcb64aa8d9e3160a4ff6600df081a,HBM687_CWVH_758,HBM687.CWVH.758,cacbcb64aa8d9e3160a4ff6600df081a,spleen,codex
https://entity.api.hubmapconsortium.org/entities/f9bb196bf1fe395b635731dbf523c6fa,HBM724_PJNC_827,HBM724.PJNC.827,f9bb196bf1fe395b635731dbf523c6fa,spleen,codex
https://entity.api.hubmapconsortium.org/entities/06e99e38b27d5e3206082cb1a9d5a898,HBM725_QFKT_594,HBM725.QFKT.594,06e99e38b27d5e3206082cb1a9d5a898,intestine,codex
https://entity.api.hubmapconsortium.org/entities/f0597185d99c05b19c1189f9d14c8853,HBM735_PSTF_274,HBM735.PSTF.274,f0597185d99c05b19c1189f9d14c8853,intestine,codex
https://entity.api.hubmapconsortium.org/entities/9e58a221d1f73f84924dabed476379d1,HBM749_PPQP_849,HBM749.PPQP.849,9e58a221d1f73f84924dabed476379d1,intestine,codex
https://entity.api.hubmapconsortium.org/entities/c18105af8ff3a52bb539868a9fe2252f,HBM753_VDXD_934,HBM753.VDXD.934,c18105af8ff3a52bb539868a9fe2252f,intestine,codex
https://entity.api.hubmapconsortium.org/entities/a02808d3f57cb7d17c213bb8e50f6be6,HBM754_SFBF_894,HBM754.SFBF.894,a02808d3f57cb7d17c213bb8e50f6be6,intestine,codex
https://entity.api.hubmapconsortium.org/entities/d73a864f5ad6bdffdf148f43423e2a01,HBM772_XXCD_697,HBM772.XXCD.697,d73a864f5ad6bdffdf148f43423e2a01,spleen,codex
https://entity.api.hubmapconsortium.org/entities/7b2b9029035d46c4ef8306fa82c8e58e,HBM776_FNRJ_959,HBM776.FNRJ.959,7b2b9029035d46c4ef8306fa82c8e58e,intestine,codex
https://entity.api.hubmapconsortium.org/entities/8da8f27977d946b8c912d42c8827b55c,HBM776_SDCW_837,HBM776.SDCW.837,8da8f27977d946b8c912d42c8827b55c,intestine,codex
https://entity.api.hubmapconsortium.org/entities/550f3ef14b113c24fd21b8b0750bf078,HBM777_TLQL_487,HBM777.TLQL.487,550f3ef14b113c24fd21b8b0750bf078,intestine,codex
https://entity.api.hubmapconsortium.org/entities/550f3ef14b113c24fd21b8b0750bf078,HBM777_TLQL_487_reg002,HBM777.TLQL.487,550f3ef14b113c24fd21b8b0750bf078,intestine,codex
https://entity.api.hubmapconsortium.org/entities/2e65eeef2dd18bee2a0baf1cec6d35a1,HBM784_TKZX_992,HBM784.TKZX.992,2e65eeef2dd18bee2a0baf1cec6d35a1,intestine,codex
https://entity.api.hubmapconsortium.org/entities/aa54aad994ca8a64fa52b3f3945c01b7,HBM795_GWKV_825,HBM795.GWKV.825,aa54aad994ca8a64fa52b3f3945c01b7,intestine,codex
https://entity.api.hubmapconsortium.org/entities/3de2804ec3219228758dba8382d33423,HBM825_PBVN_284,HBM825.PBVN.284,3de2804ec3219228758dba8382d33423,spleen,codex
https://entity.api.hubmapconsortium.org/entities/ad7c2d2cc423d0324fc1bba43042a515,HBM829_QZQP_626,HBM829.QZQP.626,ad7c2d2cc423d0324fc1bba43042a515,intestine,codex
https://entity.api.hubmapconsortium.org/entities/caa55d2b3f62070ea878054c08b0434e,HBM837_RHNC_533,HBM837.RHNC.533,caa55d2b3f62070ea878054c08b0434e,intestine,codex
https://entity.api.hubmapconsortium.org/entities/dceadbb36871071f30c308ca091fbdc8,HBM842_LQDP_877,HBM842.LQDP.877,dceadbb36871071f30c308ca091fbdc8,intestine,codex
https://entity.api.hubmapconsortium.org/entities/745514468a9ab6779a4c879e01ac8df2,HBM882_DBTR_869,HBM882.DBTR.869,745514468a9ab6779a4c879e01ac8df2,spleen,codex
https://entity.api.hubmapconsortium.org/entities/fc21e53fb1976b3cf7ca817b18ad2979,HBM886_NTZN_682,HBM886.NTZN.682,fc21e53fb1976b3cf7ca817b18ad2979,intestine,codex
https://entity.api.hubmapconsortium.org/entities/768b7adb649959b6a4e354867595032d,HBM889_KDGM_632,HBM889.KDGM.632,768b7adb649959b6a4e354867595032d,intestine,codex
https://entity.api.hubmapconsortium.org/entities/69c70762689b20308bb049ac49653342,HBM926_SHNZ_594,HBM926.SHNZ.594,69c70762689b20308bb049ac49653342,intestine,codex
https://entity.api.hubmapconsortium.org/entities/89409b74d945fff98bb60afa9753cd0d,HBM929_PRKH_522,HBM929.PRKH.522,89409b74d945fff98bb60afa9753cd0d,intestine,codex
https://entity.api.hubmapconsortium.org/entities/9a6f6ad6fc033ca6a4b994b13ddfb9ea,HBM937_XPRG_696,HBM937.XPRG.696,9a6f6ad6fc033ca6a4b994b13ddfb9ea,intestine,codex
https://entity.api.hubmapconsortium.org/entities/00cc71c7e1cddac60e794044079faeee,HBM942_WHFC_488,HBM942.WHFC.488,00cc71c7e1cddac60e794044079faeee,intestine,codex
https://entity.api.hubmapconsortium.org/entities/ae422532f260b3d6fc662aae69b05d33,HBM946_GRVG_379,HBM946.GRVG.379,ae422532f260b3d6fc662aae69b05d33,intestine,codex
https://entity.api.hubmapconsortium.org/entities/0126deb572ee57c93e444ebc73de2b91,HBM946_NWTV_278,HBM946.NWTV.278,0126deb572ee57c93e444ebc73de2b91,intestine,codex
https://entity.api.hubmapconsortium.org/entities/10c0c11280c00f324259fe38e2291ee4,HBM953_LMWQ_235,HBM953.LMWQ.235,10c0c11280c00f324259fe38e2291ee4,intestine,codex
https://entity.api.hubmapconsortium.org/entities/96be83f891e7a528f1d213c3c5e6ea44,HBM953_NPDJ_575,HBM953.NPDJ.575,96be83f891e7a528f1d213c3c5e6ea44,intestine,codex
https://entity.api.hubmapconsortium.org/entities/4158174807d97dccbd75d0b162edd9a3,HBM959_BVWN_344,HBM959.BVWN.344,4158174807d97dccbd75d0b162edd9a3,intestine,codex
https://entity.api.hubmapconsortium.org/entities/cba4c1d05d8316f488c23a5ed20a68b2,HBM962_BFPH_344,HBM962.BFPH.344,cba4c1d05d8316f488c23a5ed20a68b2,intestine,codex
https://entity.api.hubmapconsortium.org/entities/efeae1a9895b88a4ccdbfa35dc98fdf2,HBM968_CJLB_479,HBM968.CJLB.479,efeae1a9895b88a4ccdbfa35dc98fdf2,spleen,codex
https://entity.api.hubmapconsortium.org/entities/e94cc122d000fa9343075cbfc2307eb5,HBM972_WNBG_933,HBM972.WNBG.933,e94cc122d000fa9343075cbfc2307eb5,intestine,codex
https://entity.api.hubmapconsortium.org/entities/e0ba24d0c4dab528e46aab3f67a1aae8,HBM987_XGTH_368,HBM987.XGTH.368,e0ba24d0c4dab528e46aab3f67a1aae8,spleen,codex
https://entity.api.hubmapconsortium.org/entities/e990a3b436bfad04d64400ad1c28c685,HBM994_KDNT_678,HBM994.KDNT.678,e990a3b436bfad04d64400ad1c28c685,intestine,codex
https://entity.api.hubmapconsortium.org/entities/18ebd20158eaa72afa5728ec73e516f2,HBM995_WMDN_689,HBM995.WMDN.689,18ebd20158eaa72afa5728ec73e516f2,intestine,codex
https://entity.api.hubmapconsortium.org/entities/c945cbd75f2da373d1ccfe86694f9c34,HBM996_CGFD_228,HBM996.CGFD.228,c945cbd75f2da373d1ccfe86694f9c34,intestine,codex
